"Pnum","Section","Owner","Mixed.species","Species","State.code","Closed","Clear.date","Missing.entire.brood","Suspected.predation","Lay.date","April.lay.date","Lay.date.uncertainty","Lay.date.visit.interval","Laying.rate","Incubation.started","Num.broken.eggs","Expected.hatch.date","Hatch.date","April.hatch.date","Incubation.duration","Total.egg.weight","Num.eggs.weighed","Clutch.size","Num.chicks","Num.chicks.ringed","April.ring.date","Ring.day","Num.live.chicks","Num.dead.chicks","Num.fledglings","Mean.chick.weight","Num.linked.pulli.records","Num.linked.adult.records","Father","Mother","Identified.adults","Chick.ids","Dead.ringed.chick.ids","Experiment.codes","Num.eggs.manipulated","Comments","Legacy.average.egg.weight","Legacy.max.nest.state.code","Legacy.last.visit.date","Legacy.hatch.age.in.days","Legacy.april.hatch.date","Legacy.predation","Legacy.clutch.accuracy","Legacy.mean.fledge.weight","Legacy.num.ringed.dead.chicks","year"
"20221EX51B","ex","Kristina","false","b",6,"true","09-06-2022",NA,NA,"17-04-2022",17,"0",7,1,"true",0,"10-05-2022","10-05-2022",40,13,3.3,3,11,11,11,54,15,11,0,11,10.96,11,2,"ajy2735","atr4338","atr4338, ajy2735",NA,NA,NA,0,"female was inside, FON, FON, faceplating, adult catching",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX51C","ex","Kristina","false","b",6,"true","02-06-2022",NA,NA,"17-04-2022",17,"0",7,1,"true",0,"11-05-2022","10-05-2022",40,12,3.4,3,12,12,12,54,15,12,0,12,10.78,12,2,"avl3575","ajy2745","avl3575, ajy2745",NA,NA,NA,0,"FON, FON, ring, faceplating, adult catching",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX51D","ex","Kristina","false","b",6,"true","09-06-2022",NA,NA,"18-04-2022",18,"0",7,1,"true",0,"10-05-2022","12-05-2022",42,15,3.3,3,10,10,10,56,15,10,0,10,11.22,10,3,"atr8118","ajy2866","atr8118, ajy2866",NA,NA,NA,0,"FON, unringed, FON, FON, faceplating, adult catching, only caught male, adult catching",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX52","ex","Kristina","false","b",6,"true","30-04-2022",NA,NA,"13-04-2022",13,"0",7,NA,NA,0,NA,NA,NA,NA,3.5,3,7,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"buried deep, new nest on top?, 7 old eggs buried deep, new nest on top",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX53","ex","Kristina","false","g",6,"true","09-06-2022",NA,NA,"20-04-2022",20,"0",7,NA,"true",0,"11-05-2022","12-05-2022",42,14,3.9,3,9,8,8,56,15,8,0,8,17.1,8,2,"vz33845","pf72116","pf72116, vz33845",NA,NA,NA,0,"faceplating",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX54","ex","Kristina","false","b",6,"true","01-05-2022",NA,"true","20-04-2022",20,"2",7,NA,NA,0,NA,NA,NA,NA,3.2,3,6,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"all eggs broken, probably weasel",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX55","ex","Kristina","false","g",6,"true","25-04-2022",NA,"true","15-04-2022",15,"4",7,NA,NA,0,NA,NA,NA,NA,5,3,4,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"all eggs gone, nest material sticky, probably weasel",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX56","ex","Kristina","false","g",6,"true","09-06-2022",NA,NA,"30-04-2022",30,"0",6,1,"true",0,"20-05-2022","17-05-2022",47,10,4.9,3,8,8,8,61,15,8,1,7,16.29,8,2,"vz33544","pf72583","pf72583, vz33544",NA,"pf71595",NA,0,"FON, FON, FON, faceplating, adult catching, adult catching",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX57","ex","Kristina","false","b",6,"true","25-04-2022",NA,"true","18-04-2022",18,"0",7,NA,NA,0,NA,NA,NA,NA,3.2,3,4,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"all eggs broken, probably weasel",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX58","ex","Kristina","false","b",6,"true","09-06-2022",NA,NA,"14-04-2022",14,"0",7,NA,"true",0,"06-05-2022",NA,NA,NA,3.4,3,10,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"not sure about species, eggs are cold, eggs still cold, eggs cold, eggs cold",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX59","ex","Kristina","false","g",6,"true","09-06-2022",NA,NA,"23-04-2022",23,"0",7,NA,"true",0,"13-05-2022","13-05-2022",43,13,4.9,3,8,8,8,57,15,8,0,8,18.46,8,1,"pf72115",NA,"pf72115",NA,NA,NA,0,"FON, tag, FON, ringed, faceplating, faceplating, adult catching, no bird caught, adult catching, no bird caught",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX5A","ex","Nilo Merino Recalde","false","g",6,"true","22-06-2022",NA,NA,"16-04-2022",16,"0",7,NA,"true",0,"08-05-2022","09-05-2022",39,14,6.53,4,10,8,8,53,15,8,0,8,17.29,8,2,NA,"vz29885","0700ee25d6, vz29885",NA,NA,NA,0,"FON",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX6","ex","Nilo Merino Recalde","false","b",6,"true","22-06-2022",NA,NA,"24-04-2022",24,"0",7,NA,NA,0,NA,NA,NA,NA,5.86,4,6,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"eggs are cold",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX60","ex","Keith Mc Mahon","false","g",6,"true","09-06-2022",NA,NA,"12-04-2022",12,"0",3,NA,"true",0,"02-05-2022","03-05-2022",33,14,4.9,3,8,7,7,47,15,7,0,7,18.41,7,2,"ty69589","tw41877","01101787a3, 01103fd135",NA,NA,NA,0,"fon, not hatched, chick ringing",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX61","ex","Keith Mc Mahon","false",NA,6,"true","09-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX62","ex","Keith Mc Mahon","true","g, b",6,"true","09-06-2022",NA,NA,"24-04-2022",24,"0",3,3,"true",0,"14-05-2022","14-05-2022",44,13,4.8,3,8,7,7,58,15,7,0,7,16.99,7,3,"ty69479","ty69480","ty69480, ty69479",NA,NA,NA,0,"mixed brood, faceplating",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX62A","ex","Keith Mc Mahon","false","b",6,"true","09-06-2022",NA,NA,"25-04-2022",25,"0",1,0.5,"true",0,"15-05-2022","17-05-2022",47,15,3.7,3,8,6,6,61,15,6,0,6,11.17,6,1,NA,"ajy3045","ajy3045",NA,NA,NA,0,"FON, FON, faceplating, adult catching, adult catching, none caught",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX62B","ex","Keith Mc Mahon","false","g",6,"true","09-06-2022",NA,NA,"04-05-2022",34,"0",2,1,"true",0,"20-05-2022","19-05-2022",49,12,5.6,3,4,4,4,63,15,4,0,4,17.25,4,2,"pf72172","ty69473","ty69473, pf72172",NA,NA,NA,0,"FON, tagged, faceplating",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX62C","ex","Keith Mc Mahon","false","g",6,"true","09-06-2022",NA,NA,"18-04-2022",18,"0",5,1,"true",0,"06-05-2022","10-05-2022",40,17,5,3,6,4,4,54,15,4,0,4,18.65,4,3,"ty68266","tw77115","0110177b5c, ty68266, tw77115",NA,NA,NA,0,"fon, fon, adult catching, adult catching",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX62D","ex","Keith Mc Mahon","false","b",6,"true","09-06-2022",NA,NA,"24-04-2022",24,"0",3,3,"true",0,"16-05-2022","16-05-2022",46,12,3.5,3,11,7,2,60,15,2,0,2,10.9,2,2,"atr8154","ajy3008","ajy3008, atr8154",NA,NA,NA,0,"fon ur, not hatched, FON,unringed, faceplating, adult catching",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX62E","ex","Keith Mc Mahon","false","g",6,"true","09-06-2022",NA,NA,"23-04-2022",23,"0",3,NA,"true",0,"10-05-2022","12-05-2022",42,15,5.6,3,5,4,4,56,15,4,0,4,19.7,4,2,"pf72561","ty68716","ty68716, pf72561",NA,NA,NA,0,"not hatched, faceplating",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX62F","ex","Keith Mc Mahon","false",NA,6,"true","09-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX62G","ex","Keith Mc Mahon","false","g",6,"true","09-06-2022",NA,NA,"19-04-2022",19,"0",5,1,"true",0,"10-05-2022","15-05-2022",45,18,4.7,3,9,8,3,59,15,3,0,3,18,3,2,NA,"vz31891","0110177c01, vz31891",NA,NA,NA,0,"shiny but cold, faceplating, adult catching, adult catching, only female around no male",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX62H","ex","Keith Mc Mahon","false","g",6,"true","09-06-2022",NA,NA,"21-04-2022",21,"2",3,0,"true",0,"11-05-2022","16-05-2022",46,17,5.3,3,9,8,7,60,15,7,0,7,18.01,7,3,"pf72137","ty70706","01103f915f, pf72137, ty70706",NA,NA,NA,0,"not hatched, faceplating",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX62I","ex","Keith Mc Mahon","false","b",6,"true","09-06-2022",NA,NA,"24-04-2022",24,"0",3,3,"true",0,"13-05-2022","13-05-2022",43,13,3.4,3,7,7,6,57,15,6,0,6,10.15,6,2,"ajy2899","ajy2898","ajy2898, ajy2899",NA,NA,NA,0,"fon, faceplating, adult catching",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX63","ex","Keith Mc Mahon","false","g",6,"true","09-06-2022",NA,NA,"15-04-2022",15,"0",5,1,"true",0,"08-05-2022","10-05-2022",40,15,5.4,3,11,11,11,54,15,11,0,11,18.13,11,2,"tw41613","ty68264","0110177e08, 0110178cfd",NA,NA,NA,0,"not hatched, not hatched",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX64","ex","Keith Mc Mahon","false","g",6,"true","09-06-2022",NA,NA,"21-04-2022",21,"0",3,1,"true",0,"14-05-2022","14-05-2022",44,13,5.7,3,11,10,10,58,15,10,0,10,19.39,10,2,"vz33887","vz33368","vz33887, vz33368",NA,NA,NA,0,"face plating",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX65","ex","Keith Mc Mahon","false","b",6,"true","22-05-2022",NA,NA,"19-04-2022",19,"0",5,1,"true",0,"11-05-2022","12-05-2022",42,14,3.2,3,10,9,0,NA,NA,NA,9,0,NA,0,2,NA,"atr6879","01103fc404, atr6879",NA,NA,NA,0,"not hatched, not hatched, fon no count possible, faceplating",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX66","ex","Keith Mc Mahon","false","b",6,"true","16-06-2022",NA,NA,"17-04-2022",17,"0",5,1,"true",0,"10-05-2022","11-05-2022",41,14,3.3,3,11,11,11,55,15,11,0,11,10.79,11,3,"avl6140","avl7945","01103fa9b9, 01103fce97",NA,NA,NA,0,"fon ringed but not tagged, not hatched, not hatched, fon",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX67","ex","Keith Mc Mahon","false","b",6,"true","16-06-2022",NA,NA,"18-04-2022",18,"0",5,1,"true",0,"10-05-2022","10-05-2022",40,13,3.2,3,10,10,10,54,15,10,0,10,11.16,10,2,"ajy3238","afh3764","01103f43bf, ajy3238",NA,NA,NA,0,"01103f4b3f is tag I thought I read, but f will be close to this, not hatched",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX68","ex","Keith Mc Mahon","false","b",6,"true","16-06-2022",NA,NA,"16-04-2022",16,"0",5,0.33,"true",0,"07-05-2022","09-05-2022",39,15,4,3,9,9,9,53,15,9,0,9,11.46,9,2,NA,"avl4523","01103f9221, avl4523",NA,NA,NA,0,"fon ringed, not hatched, fon ringed, fon count not possible",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX69","ex","Keith Mc Mahon","false",NA,6,"true","16-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX7","ex","Nilo Merino Recalde","false","b",6,"true","22-06-2022",NA,NA,"20-04-2022",20,"0",7,1,"true",0,"11-05-2022","11-05-2022",41,13,4.36,4,9,8,8,55,15,8,0,8,12.06,8,1,"ajy3261",NA,"ajy3261",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX70","ex","Keith Mc Mahon","false","b",6,"true","16-06-2022",NA,NA,"16-04-2022",16,"0",5,1,"true",0,"09-05-2022","09-05-2022",39,13,3.4,3,11,10,10,53,15,10,0,10,11.36,10,3,"avl4665","afh5509","afh5509, 011016ab14, 011016f43e",NA,NA,NA,0,"not hatched",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX71","ex","Keith Mc Mahon","false","b",6,"true","16-06-2022",NA,NA,"18-04-2022",18,"0",5,1,"true",0,"11-05-2022","10-05-2022",40,12,3.3,3,11,10,10,54,15,10,0,10,11.62,10,1,NA,"avl6121","avl6121",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX71A","ex","Keith Mc Mahon","false",NA,6,"true","16-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX72","ex","Keith Mc Mahon","false","g",6,"true","16-06-2022",NA,NA,"19-04-2022",19,"0",5,0.67,"true",0,"07-05-2022","11-05-2022",41,17,4.6,3,6,6,6,55,15,6,0,6,19.42,6,2,"ty68288","vz33341","0110178065, 01103faadb",NA,NA,NA,0,"f ring starts vz33, not hatched, not hatched, not hatched",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX72A","ex","Keith Mc Mahon","false","b",6,"true","16-06-2022",NA,NA,"18-04-2022",18,"0",5,1,"true",0,"11-05-2022","11-05-2022",41,13,3.4,3,11,10,10,55,15,10,0,10,9.58,10,2,"atr7821","ajy3771","01103fd012, 01103fad2b",NA,NA,NA,0,"fon not tagged, fon",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX73","ex","Keith Mc Mahon","false","b",6,"true","16-06-2022",NA,NA,"18-04-2022",18,"0",5,0.67,"true",0,"05-05-2022","18-05-2022",48,24,3.5,3,7,5,5,62,15,5,0,5,10.64,5,2,NA,NA,"atr5886, 01103fa304",NA,NA,NA,0,"fon ringed atr…, not hatched, not hatched, not hatched, not hatched, FON",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX73A","ex","Keith Mc Mahon","false","b",6,"true","16-06-2022",NA,NA,"18-04-2022",18,"0",5,1,"true",0,"10-05-2022","11-05-2022",41,14,3.1,3,10,9,9,55,15,9,0,9,9.23,9,2,"and6631","ajy3770","01103fc701, 011016cd4f",NA,NA,NA,0,"fon unringed",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX74","ex","Keith Mc Mahon","false","g",6,"true","16-06-2022",NA,NA,"25-04-2022",25,"0",1,0.67,"true",0,"15-05-2022",NA,NA,NA,4.8,3,8,NA,0,NA,NA,NA,0,0,NA,0,1,NA,"ty69030","01101774a8",NA,NA,NA,0,"eggs are cold, eggs are cold",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX75","ex","Keith Mc Mahon","false","b",6,"true","22-06-2022",NA,NA,"16-04-2022",16,"0",5,NA,"true",0,"08-05-2022","08-05-2022",38,13,3,3,10,10,10,52,15,10,0,10,10.98,10,2,"ajy3228","abj6468","3b001857ac, ajy3228",NA,NA,NA,0,"fon ringed, not hatched",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX75A","ex","Keith Mc Mahon","false",NA,6,"true","22-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX76","ex","Keith Mc Mahon","false","b",6,"true","20-06-2022",NA,NA,"20-04-2022",20,"0",6,3,"true",0,"11-05-2022","12-05-2022",42,13,3,3,10,10,10,56,15,10,0,10,11.31,10,3,"afh3635","atr7919","01101720c8, afh3635, atr7919",NA,NA,NA,0,"fon ringed, not hatched, not hatched, fon no count possible",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX77","ex","Keith Mc Mahon","false",NA,0,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"fleas",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX78","ex","Keith Mc Mahon","false","g",6,"true","20-06-2022",NA,NA,"18-04-2022",18,"0",5,1,"true",0,"09-05-2022","11-05-2022",41,15,4.7,3,9,9,9,55,15,9,0,9,16.66,9,2,"tp27167","tw77052","01103f5b19, tp27167",NA,NA,NA,0,"fon",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX79","ex","Keith Mc Mahon","false","b",6,"true","16-06-2022",NA,NA,"18-04-2022",18,"0",5,1,"true",0,"10-05-2022","09-05-2022",39,11,3.2,3,11,10,10,55,17,10,0,10,11.87,10,0,NA,NA,NA,NA,NA,NA,0,"fon ringed not tagged",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX8","ex","Nilo Merino Recalde","false",NA,6,"true","22-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX80","ex","Nilo Merino Recalde","false","g",6,"true","22-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX81A","ex","Nilo Merino Recalde","false","b",6,"true","22-06-2022",NA,NA,"17-04-2022",17,"0",7,NA,"true",0,"08-05-2022","10-05-2022",40,15,3.4,3,9,9,9,54,15,9,0,9,11.4,9,1,NA,"atr6598","01101743f2",NA,NA,NA,0,"unhatched",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX84","ex","Carys Jones","false","b",6,"true","01-06-2022",NA,NA,"30-04-2022",30,"0",7,NA,"true",0,"19-05-2022","18-05-2022",48,12,3.4,3,7,6,0,NA,NA,NA,6,0,NA,0,1,NA,"ajy2646","ajy2646",NA,NA,NA,0,"FON, caught female",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX85","ex","Carys Jones","false","b",6,"true","22-06-2022",NA,NA,"16-04-2022",16,"0",6,1,"true",0,"10-05-2022","09-05-2022",39,12,3.1,3,12,11,10,53,15,10,0,10,10.99,10,2,"atr4892","avl4994","01103fc7b9, 01103fa602",NA,NA,NA,0,"FON",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX86","ex","Carys Jones","false","g",6,"true","22-06-2022",NA,NA,"26-04-2022",26,"0",7,NA,"true",0,"15-05-2022","16-05-2022",46,12,NA,NA,9,9,6,60,15,6,0,6,19.33,6,2,"ty69096",NA,"ty69096",NA,NA,NA,0,"FON, not hatched FON, not hatched FON, not hatched, faceplaed, caught male",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX88","ex","Carys Jones","false","b",6,"true","22-06-2022",NA,NA,"16-04-2022",16,"0",6,1,"true",0,"08-05-2022","09-05-2022",39,13,3.5,3,11,11,11,53,15,11,0,11,10.98,11,2,"s882078",NA,"0110174e98",NA,NA,NA,0,"FON, not hatched FON, faceplated",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX89","ex","Carys Jones","false",NA,6,"true","22-06-2022",NA,NA,"22-04-2022",22,"4",5,NA,NA,0,NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"cold",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX8A","ex","Nilo Merino Recalde","false","b",6,"true","22-06-2022",NA,NA,"19-04-2022",19,"0",7,0.14,"true",0,"08-05-2022","16-05-2022",46,21,2.95,3,7,5,5,60,15,5,0,5,10.92,5,1,NA,"atr4669","01103fa4cb",NA,NA,NA,0,"FON",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX9","ex","Nilo Merino Recalde","false","b",6,"true","22-06-2022",NA,NA,"18-04-2022",18,"0",7,NA,"true",0,"10-05-2022","10-05-2022",40,13,4.6,4,10,10,10,54,15,10,0,10,11.15,10,2,"ajy3260","atr4662","ajy3260, atr4662",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX90","ex","Carys Jones","false",NA,6,"true","22-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX91","ex","Carys Jones","false",NA,6,"true","22-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221EX92","ex","Carys Jones","false","b",6,"true","30-05-2022",NA,NA,"14-04-2022",14,"0",6,1,"true",0,"04-05-2022","05-05-2022",35,13,4.7,4,9,9,9,49,15,9,0,9,11.38,9,1,"avl6400",NA,"01103f546e, 01103fac51",NA,NA,NA,0,"FON, not hathed FON, FON, faceplated",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221HE1","he","Joe Woodman","false","g",6,"true","28-05-2022",NA,NA,"16-04-2022",16,"3",8,NA,"true",0,"04-05-2022","04-05-2022",34,13,NA,NA,6,6,6,48,15,6,0,6,18.07,6,2,"ty68578","tj26871","ty68578, tj26871",NA,NA,NA,0,"FON, FON",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221HE2","he","Joe Woodman","false","g",6,"true","29-05-2022",NA,NA,"18-04-2022",18,"0",8,NA,"true",0,"06-05-2022","05-05-2022",35,12,4.4,3,6,6,5,49,15,5,0,5,18.98,5,2,"tr43093","tj26855","tj26855, tr43093",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221HE3","he","Joe Woodman","false","g",6,"true","27-05-2022",NA,NA,"15-04-2022",15,"2",8,NA,"true",0,"04-05-2022","03-05-2022",33,12,NA,NA,7,7,7,47,15,7,3,4,14.36,7,2,"tw41836","pf71922","tw41836, pf71922",NA,"pf71974, pf71973, pf71971",NA,0,"FON",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221HE4","he","Joe Woodman","false","b",6,"true","30-05-2022",NA,NA,"15-04-2022",15,"0",8,NA,"true",0,"06-05-2022","06-05-2022",36,13,3.8,3,9,8,8,50,15,8,0,8,11.35,8,2,"atr5851","atr9250","atr5851, atr9250",NA,NA,NA,0,"FON",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221HE5","he","Joe Woodman","false","g",6,"true","21-05-2022",NA,NA,"06-04-2022",6,"0",9,NA,"true",0,"22-04-2022","27-04-2022",27,18,3.9,3,4,4,4,41,15,4,0,4,16.28,4,2,"tw77006","ty70072","ty70072, tw77006",NA,NA,NA,0,"FON, FON, FON, F is PIT tagged",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP1","mp","Anett Kiss","false",NA,6,"true","15-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP10","mp","Anett Kiss","false",NA,6,"true","15-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP11","mp","Anett Kiss","false","g",6,"true","14-06-2022",NA,NA,"16-04-2022",16,"0",6,1,"true",0,"07-05-2022","08-05-2022",38,14,3.94,3,9,9,9,52,15,9,0,9,18.24,9,0,"te80906","vs84062","01103fab79, 011017683e",NA,NA,NA,0,"42mm, eggs uncovered cold, FON, FON",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP12","mp","Anett Kiss","false",NA,6,"true","14-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"bat droppings present",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP13","mp","Anett Kiss","false","b",6,"true","15-06-2022",NA,NA,"24-04-2022",24,"0",8,NA,"true",0,"12-05-2022",NA,NA,NA,3.44,3,6,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,"62mm, FON sitting tight so no egg count, FON, unhatched, eggs cold, eggs cold",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP14","mp","Anett Kiss","false",NA,6,"true","15-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP15","mp","Anett Kiss","false","b",6,"true","27-05-2022",NA,NA,"22-04-2022",22,"0",8,0.5,"true",0,"12-05-2022","13-05-2022",43,13,4.07,4,9,8,0,NA,NA,NA,7,0,NA,0,2,"afh4452","ajy2012","afh4452, ajy2012",NA,NA,NA,0,"FON, unhatched, fon",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
"20221MP16","mp","Anett Kiss","false",NA,6,"true","15-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
